gsis_id	name	position	games_played	avg_points	stddev_points
00-0028352	Dane Sanzenbacher	WR	11	6.718182	4.402441
00-0023752	Daniel Fells	TE	15	4.873333	3.181921
00-0021154	Daniel Graham	TE	2	5.250000	2.150000
00-0028000	Daniel Thomas	RB	26	6.665385	4.911207
00-0026035	Danny Amendola	WR	13	13.407692	8.736701
00-0026019	Danny Woodhead	RB	31	7.583871	5.709646
00-0025542	Dante Rosario	TE	13	4.169231	6.748947
00-0025951	Darius Reynaud	RB	17	1.752941	3.153731
00-0026144	Darren McFadden	RB	20	14.595000	8.225781
00-0023564	Darren Sproles	RB	30	16.946667	5.495922
00-0026983	Darrius Heyward-Bey	WR	28	11.535714	6.754851
00-0029612	Daryl Richardson	RB	17	5.788235	4.010117
00-0023635	Dave Rayner	K	7	0.000000	0.000000
00-0000108	David Akers	K	33	0.198788	1.124514
00-0024465	David Anderson	WR	5	4.180000	2.620992
00-0028179	David Ausberry	TE	10	1.940000	1.242739
00-0020608	David Carr	QB	2	0.230000	0.070000
00-0028646	David Gilreath	WR	2	0.350000	0.350000
00-0026957	David Johnson	TE	11	2.654545	2.052654
00-0027322	David Nelson	WR	17	9.523529	5.531783
00-0029218	David Paulson	TE	7	1.728571	0.937648
00-0027755	David Reed	WR	9	1.022222	2.763966
00-0024301	David Thomas	TE	10	5.020000	4.337926
00-0029251	David Wilson	RB	17	4.417647	7.526052
00-0026000	Davone Bess	WR	30	9.136667	4.960207
00-0030564	DeAndre Hopkins	WR	1	11.600000	0.000000
00-0024242	DeAngelo Williams	RB	33	9.348485	7.540482
00-0027827	Dedrick Epps	TE	1	-0.100000	0.000000
00-0021192	Deion Branch	WR	20	9.085000	6.408375
00-0027779	Deji Karim	RB	15	3.000000	2.922784
00-0024389	Delanie Walker	TE	23	5.900000	4.471747
00-0028057	Delone Carter	RB	22	3.772727	3.718526
00-0028009	DeMarco Murray	RB	24	13.037500	8.263565
00-0028187	DeMarco Sampson	WR	2	3.300000	1.400000
00-0028479	Demarcus Dobbs	TE	5	0.000000	0.000000
00-0027874	Demaryius Thomas	WR	26	16.773077	8.917466
00-0030547	Denard Robinson	RB	1	0.100000	0.000000
00-0028086	Denarius Moore	WR	28	11.385714	7.674620
00-0027714	Dennis Pitta	TE	27	9.940741	6.700982
00-0027063	Deon Butler	WR	4	2.775000	0.858414
00-0029388	Deonte Thompson	WR	6	1.350000	2.854091
00-0023645	Derek Anderson	QB	4	0.530000	0.792528
00-0024297	Derek Hagan	WR	18	5.616667	4.090402
00-0029068	Derrick Coleman	RB	1	6.000000	0.000000
00-0010500	Derrick Mason	WR	9	4.000000	2.846440
00-0022770	Derrick Ward	RB	5	5.480000	3.750947
00-0026189	DeSean Jackson	WR	27	12.218519	6.726071
00-0022929	Devery Henderson	WR	24	6.504167	6.915290
00-0029673	DeVier Posey	WR	5	2.880000	2.611819
00-0024447	Devin Aromashodu	WR	18	6.000000	3.489508
00-0024272	Devin Hester	WR	32	4.378125	5.315763
00-0026174	Devin Thomas	WR	13	0.515385	0.942865
00-0029274	Devon Wylie	WR	4	2.825000	2.439646
00-0027651	Dexter McCluster	WR	32	7.809375	5.286383
00-0027902	Dez Bryant	WR	32	16.006250	9.420952
00-0027789	Dezmon Briscoe	WR	15	7.600000	6.714462
00-0028087	Dion Lewis	RB	19	1.694737	3.008492
00-0024345	Domenik Hixon	WR	14	8.764286	4.404479
00-0024308	Dominique Byrd	TE	1	0.000000	0.000000
00-0027520	Dominique Curry	WR	1	0.000000	0.000000
00-0028994	Dominique Jones	TE	1	1.800000	0.000000
00-0027003	Donald Brown	RB	22	8.413636	4.993113
00-0004541	Donald Driver	WR	22	6.600000	4.919719
00-0027518	Donald Jones	WR	19	8.505263	5.578575
00-0021929	Donald Lee	TE	6	3.750000	2.830047
00-0026173	Donnie Avery	WR	17	10.564706	5.601569
00-0011022	Donovan McNabb	QB	6	12.156667	3.834552
00-0021147	Donte' Stallworth	WR	10	7.830000	5.895939
00-0027819	Dorin Dickerson	WR	6	2.983333	2.726669
00-0028434	Doug Baldwin	WR	30	8.453333	6.928239
00-0029613	Doug Martin	RB	17	19.058824	11.522870
00-0020531	Drew Brees	QB	33	28.354545	9.728029
00-0028307	Drew Davis	WR	3	4.666667	4.479087
00-0028409	DuJuan Harris	RB	9	4.111111	4.007062
00-0026170	Dustin Keller	TE	24	10.258333	6.708696
00-0029689	Dwayne Allen	TE	16	7.787500	3.792241
00-0025410	Dwayne Bowe	WR	29	13.441379	6.792923
00-0028114	Dwayne Harris	WR	23	2.365217	3.426572
00-0026210	Earl Bennett	WR	23	6.356522	5.627404
00-0026221	Early Doucet	WR	26	7.788462	4.950861
00-0021755	Earnest Graham	RB	7	8.985714	4.801913
00-0027675	Ed Dickson	TE	28	6.521429	5.976403
00-0030485	Eddie Lacy	RB	1	12.200000	0.000000
00-0026182	Eddie Royal	WR	23	5.360870	4.671071
00-0026947	Eddie Williams	RB	2	1.450000	1.250000
00-0030526	EJ Manuel	QB	1	20.300000	0.000000
00-0022803	Eli Manning	QB	33	20.016364	9.993190
00-0027920	Emmanuel Arceneaux	WR	1	2.000000	0.000000
00-0027685	Emmanuel Sanders	WR	26	7.119231	3.551600
00-0027690	Eric Decker	WR	32	13.496875	8.654641
00-0029098	Eric Page	WR	1	0.000000	0.000000
00-0024535	Eric Weems	WR	23	1.073913	1.923135
00-0026123	Evan Moore	TE	14	6.571429	4.067366
00-0028115	Evan Royster	RB	20	4.765000	5.647059
00-0026162	Felix Jones	RB	27	8.592593	6.489075
00-0029731	Fozzy Whittaker	RB	1	0.000000	0.000000
00-0023500	Frank Gore	RB	33	13.115152	6.257946
00-0026188	Fred Davis	TE	20	10.770000	5.714552
00-0024204	Fred Jackson	RB	21	16.133333	8.907158
00-0028903	Garrett Celek	TE	3	3.033333	2.169997
00-0027718	Garrett Graham	TE	13	6.800000	6.835878
00-0025824	Garrett Hartley	K	17	0.000000	0.000000
00-0026281	Gary Barnidge	TE	7	3.100000	2.609871
00-0030544	Gavin Escobar	TE	1	1.700000	0.000000
00-0030456	Giovani Bernard	RB	1	4.000000	0.000000
00-0027891	Golden Tate	WR	30	8.814000	5.883997
00-0026858	Graham Gano	K	23	0.000000	0.000000
00-0027602	Graham Harrell	QB	3	-0.500000	1.071945
00-0023408	Greg Camarillo	WR	8	3.687500	2.305123
00-0024267	Greg Jennings	WR	22	14.490909	7.895103
00-0027997	Greg Little	WR	30	9.840000	5.339825
00-0028146	Greg McElroy	QB	2	6.780000	0.880000
00-0025418	Greg Olsen	TE	31	10.351613	6.239979
00-0028050	Greg Salas	WR	6	8.700000	4.633213
00-0029621	Greg Zuerlein	K	17	0.000000	0.000000
00-0027005	Hakeem Nicks	WR	27	14.514815	7.985668
00-0026224	Harry Douglas	WR	27	7.125926	4.522585
00-0028842	Hayden Smith	TE	1	2.600000	0.000000
00-0023465	Heath Miller	TE	31	10.493548	6.109059
00-0017162	Hines Ward	WR	13	7.238462	5.765753
00-0026566	Isaac Redman	RB	31	5.796774	5.288483
00-0029626	Isaiah Pead	RB	9	0.888889	1.115989
00-0025490	Isaiah Stanback	TE	1	1.600000	0.000000
00-0022912	J.P. Losman	QB	1	2.500000	0.000000
00-0021163	Jabar Gaffney	WR	18	11.194444	5.898914
00-0025701	Jackie Battle	RB	31	5.693548	5.797938
00-0026209	Jacob Hester	RB	18	2.977778	2.992501
00-0026267	Jacob Tamme	TE	23	7.052174	4.812833
00-0027709	Jacoby Ford	WR	9	6.800000	6.144012
00-0025460	Jacoby Jones	WR	33	6.136364	4.808126
00-0028083	Jacquizz Rodgers	RB	33	6.451515	4.711502
00-0027880	Jahvid Best	RB	6	18.783333	7.512748
00-0027259	Jake Ballard	TE	14	8.742857	5.082985
00-0004161	Jake Delhomme	QB	1	12.440000	0.000000
00-0027946	Jake Locker	QB	17	12.630588	8.274215
00-0027154	Jake O'Connell	TE	6	2.833333	1.579733
00-0026316	Jalen Parmele	RB	8	3.412500	3.626788
00-0026213	Jamaal Charles	RB	19	14.615789	9.300609
00-0028417	Jamar Newsome	WR	5	2.460000	0.995188
00-0027109	James Casey	TE	22	6.213636	5.888841
00-0029634	James Hanna	TE	5	3.320000	2.052706
00-0025465	James Jones	WR	29	12.755172	7.657747
00-0027791	James Starks	RB	20	7.640000	5.203979
00-0028068	Jamie Harper	RB	13	2.953846	3.541103
00-0027061	Jared Cook	TE	28	10.296429	7.171346
00-0027105	Jarett Dillard	WR	13	4.784615	3.492155
00-0029572	Jarius Wright	WR	7	9.442857	5.952156
00-0030300	Jaron Brown	WR	1	2.400000	0.000000
00-0029051	Jarrett Boykin	WR	4	1.925000	0.481534
00-0024324	Jason Avant	WR	30	8.033333	5.889897
00-0023460	Jason Campbell	QB	11	10.200000	8.816707
00-0006800	Jason Hanson	K	32	0.000000	0.000000
00-0025463	Jason Hill	WR	11	8.109091	5.508746
00-0022127	Jason Witten	TE	33	14.003030	7.018956
00-0027120	Javon Ringer	RB	14	5.342857	4.146033
00-0024226	Jay Cutler	QB	26	15.625385	7.622399
00-0019770	Jay Feely	K	32	0.000000	0.000000
00-0027321	Jeff Cumberland	TE	14	6.314286	4.205075
00-0024369	Jeff King	TE	22	4.636364	3.336785
00-0026799	Jeremiah Johnson	RB	6	3.483333	1.803161
00-0027308	Jeremy Horne	WR	2	0.250000	0.250000
00-0028091	Jeremy Kerley	WR	31	7.400645	5.833811
00-0026995	Jeremy Maclin	WR	27	13.766667	9.073159
00-0028249	Jeremy Ross	WR	3	0.000000	0.000000
00-0021148	Jeremy Shockey	TE	15	6.966667	2.381223
00-0021647	Jerheme Urban	WR	3	4.733333	4.789108
00-0024294	Jerious Norwood	RB	9	0.455556	1.170101
00-0027873	Jermaine Gresham	TE	30	10.793333	4.317401
00-0029159	Jermaine Kearse	WR	4	4.750000	4.723611
00-0026231	Jermichael Finley	TE	32	10.437500	6.518807
00-0024359	Jerome Harrison	RB	3	1.800000	0.883176
00-0026186	Jerome Simpson	WR	26	8.419231	5.986653
00-0027445	Jeron Mastrud	TE	2	3.450000	1.650000
00-0028021	Jerrel Jernigan	WR	10	0.580000	0.778203
00-0022811	Jerricho Cotchery	WR	17	6.052941	4.111836
00-0024609	Jesse Holley	WR	5	4.780000	4.244243
00-0027825	Jim Dray	TE	4	3.025000	1.321694
00-0027696	Jimmy Graham	TE	32	17.053125	6.651456
00-0009323	Jimmy Kleinsasser	TE	1	1.400000	0.000000
00-0029271	Joe Adams	WR	9	-0.333333	1.569855
00-0029494	Joe Anderson	WR	1	0.000000	0.000000
00-0026158	Joe Flacco	QB	33	16.447273	8.750537
00-0027712	Joe McKnight	RB	29	2.310345	3.586310
00-0028532	Joe Morgan	WR	8	8.250000	5.299764
00-0027796	Joe Webb	QB	9	6.248889	9.858082
00-0023630	Joel Dreessen	TE	27	7.625926	4.737056
00-0025427	John Beck	QB	4	13.155000	5.367539
00-0026178	John Carlson	TE	6	2.050000	1.245994
00-0028208	John Clay	RB	2	5.050000	1.950000
00-0021304	John Gilmore	TE	3	3.666667	2.498444
00-0009028	John Kasay	K	16	0.000000	0.000000
00-0027139	John Phillips	TE	16	3.162500	2.862445
00-0027754	John Skelton	QB	15	10.740000	10.259016
00-0026913	Johnny Knox	WR	14	8.550000	6.261989
00-0028071	Johnny White	RB	7	1.128571	0.740105
00-0027218	Joique Bell	RB	17	10.711765	6.276087
00-0027964	Jon Baldwin	WR	21	5.280952	4.193376
00-0009311	Jon Kitna	QB	3	1.760000	2.630437
00-0027786	Jonathan Dwyer	RB	16	7.050000	4.583803
00-0029510	Jonathan Grimes	RB	2	1.650000	0.250000
00-0026153	Jonathan Stewart	RB	25	10.908000	4.445755
00-0028040	Jordan Cameron	TE	15	5.580000	5.980881
00-0026739	Jordan Norwood	WR	13	6.353846	5.232681
00-0030472	Jordan Reed	TE	1	8.800000	0.000000
00-0027687	Jordan Shipley	WR	9	6.311111	6.010628
00-0028121	Jordan Todman	RB	2	3.500000	1.700000
00-0029642	Jordan White	WR	1	2.300000	0.000000
00-0026176	Jordy Nelson	WR	28	16.992857	10.436609
00-0024245	Joseph Addai	RB	12	6.133333	4.366794
00-0029883	Joseph Fauria	TE	1	11.700000	0.000000
00-0028291	Josh Baker	TE	6	1.950000	2.676285
00-0029319	Josh Bellamy	WR	2	0.000000	0.000000
00-0021940	Josh Brown	K	20	0.000000	0.000000
00-0028930	Josh Cooper	WR	4	4.650000	3.186299
00-0023176	Josh Cribbs	WR	32	4.212500	5.214268
00-0026993	Josh Freeman	QB	32	17.074375	7.403104
00-0029664	Josh Gordon	WR	16	9.906250	6.884627
00-0026300	Josh Johnson	QB	10	1.454000	5.512147
00-0021206	Josh McCown	QB	3	9.120000	7.571385
00-0026314	Josh Morgan	WR	21	7.885714	3.739020
00-0022874	Josh Scobee	K	31	0.000000	0.000000
00-0026644	Josh Vaughan	RB	1	2.400000	0.000000
00-0027150	Julian Edelman	WR	23	4.778261	7.912893
00-0027944	Julio Jones	WR	29	16.617241	8.512023
00-0028067	Julius Thomas	TE	2	14.750000	13.250000
00-0029311	Junior Hemingway	WR	1	7.300000	0.000000
00-0029702	Juron Criner	WR	6	6.183333	2.396815
00-0029707	Justin Blackmon	WR	15	12.186667	9.127823
00-0026373	Justin Forsett	RB	28	4.050000	3.292253
00-0025547	Justin Medlock	K	10	0.000000	0.000000
00-0021227	Justin Peelle	TE	1	2.900000	0.000000
00-0029597	Justin Tucker	K	17	0.000000	0.000000
00-0026579	Kahlil Bell	RB	13	6.069231	7.315356
00-0028787	Kai Forbath	K	12	0.000000	0.000000
00-0021570	Kassim Osgood	WR	3	3.066667	2.242518
00-0028070	Kealoha Pilares	WR	16	1.243750	2.826873
00-0022726	Keary Colbert	WR	5	3.580000	1.641219
00-0027214	Keiland Williams	RB	15	3.126667	4.297203
00-0027257	Keith Toston	RB	3	4.833333	6.835366
00-0024264	Kellen Clemens	QB	5	8.320000	8.574968
00-0026298	Kellen Davis	TE	21	5.738095	3.490596
00-0022922	Kellen Winslow	TE	18	10.244444	4.936060
00-0030000	Kenbrell Thompkins	WR	1	8.200000	0.000000
00-0028053	Kendall Hunter	RB	28	5.689286	3.549481
00-0029708	Kendall Wright	WR	16	9.506250	3.815342
00-0027006	Kenny Britt	WR	18	10.572222	8.567692
00-0030085	Kenny Stills	WR	1	10.600000	0.000000
00-0003292	Kerry Collins	QB	3	7.713333	2.827123
00-0029415	Keshawn Martin	WR	15	1.986667	2.664299
00-0025540	Kevin Boss	TE	13	7.561538	4.346624
00-0026699	Kevin Brock	TE	2	2.350000	0.750000
00-0029055	Kevin Elliott	WR	5	4.160000	1.695406
00-0005091	Kevin Faulk	RB	6	2.683333	3.515877
00-0025423	Kevin Kolb	QB	15	14.497333	7.557731
00-0026780	Kevin Ogletree	WR	25	5.208000	6.735869
00-0026204	Kevin Smith	RB	15	10.586667	11.414720
00-0021931	Kevin Walter	WR	28	7.471429	5.385023
00-0029604	Kirk Cousins	QB	3	12.946667	8.780969
00-0030280	Knile Davis	RB	1	2.700000	0.000000
00-0026988	Knowshon Moreno	RB	16	10.293750	6.912983
00-0028238	Konrad Reuland	TE	10	2.100000	1.066771
00-0026757	Kory Sperry	TE	3	2.266667	1.730767
00-0026029	Kregg Lumpkin	RB	16	5.175000	3.795310
00-0028338	Kris Adams	WR	1	4.600000	0.000000
00-0028045	Kris Durham	WR	6	5.766667	2.952212
00-0028337	Kyle Adams	TE	7	1.142857	1.037658
00-0022164	Kyle Boller	QB	2	2.120000	2.780000
00-0023541	Kyle Orton	QB	10	11.318000	7.236256
00-0027981	Kyle Rudolph	TE	27	8.514815	5.804641
00-0027608	Kyle Williams	WR	21	5.485714	5.094281
00-0020536	LaDainian Tomlinson	RB	14	9.492857	6.551604
00-0029275	Ladarius Green	TE	2	4.800000	0.700000
00-0029615	Lamar Miller	RB	10	4.350000	3.356263
00-0029260	LaMichael James	RB	4	4.600000	0.900000
00-0026432	Lance Ball	RB	26	4.534615	4.143850
00-0029004	Lance Dunbar	RB	7	2.400000	1.772005
00-0027985	Lance Kendricks	TE	30	6.126667	3.985468
00-0023310	Lance Moore	WR	30	12.403333	7.035741
00-0028288	LaQuan Williams	WR	4	2.150000	1.721191
00-0026956	LaRod Stephens-Howling	RB	29	5.424138	6.437801
00-0029343	LaRon Byrd	WR	1	1.800000	0.000000
00-0022921	Larry Fitzgerald	WR	33	14.300000	8.602466
00-0021976	Larry Johnson	RB	1	0.200000	0.000000
00-0025462	Laurent Robinson	WR	19	13.315789	7.247814
00-0026266	Lavelle Hawkins	WR	21	5.295238	4.547472
