Position,PlayerName,Team,Opponent,Salary,PPG
RB,Knowshon Moreno,Broncos,Giants,6550,9.5
FLEX,Knowshon Moreno,Broncos,Giants,6550,9.5
QB,Kyle Orton,Cowboys,Chiefs,6000,0.0
K,Matt Prater,Broncos,Giants,6600,7.0
WR,Eddie Royal,Chargers,Eagles,5550,17.4
FLEX,Eddie Royal,Chargers,Eagles,5550,17.4
WR,Demaryius Thomas,Broncos,Giants,15200,33.1
FLEX,Demaryius Thomas,Broncos,Giants,15200,33.1
TE,Julius Thomas,Broncos,Giants,9950,28.0
FLEX,Julius Thomas,Broncos,Giants,9950,28.0
QB,Adam Weber,Buccaneers,Saints,6000,0.0
WR,Nate Burleson,Lions,Cardinals,6650,13.8
FLEX,Nate Burleson,Lions,Cardinals,6650,13.8
QB,Shaun Hill,Lions,Cardinals,6000,0.0
WR,Calvin Johnson,Lions,Cardinals,16150,7.7
FLEX,Calvin Johnson,Lions,Cardinals,16150,7.7
RB,Mikel Leshoure,Lions,Cardinals,5750,0.0
FLEX,Mikel Leshoure,Lions,Cardinals,5750,0.0
TE,Brandon Pettigrew,Lions,Cardinals,5400,0.6
FLEX,Brandon Pettigrew,Lions,Cardinals,5400,0.6
QB,Zac Robinson,Bengals,Steelers,6000,0.0
TE,Tony Scheffler,Lions,Cardinals,5800,0.0
FLEX,Tony Scheffler,Lions,Cardinals,5800,0.0
QB,Matthew Stafford,Lions,Cardinals,16600,24.5
QB,Drew Stanton,Cardinals,Lions,6000,0.0
WR,Randall Cobb,Packers,Redskins,13550,24.4
FLEX,Randall Cobb,Packers,Redskins,13550,24.4
K,Mason Crosby,Packers,Redskins,5800,4.0
TE,Jermichael Finley,Packers,Redskins,9350,16.6
FLEX,Jermichael Finley,Packers,Redskins,9350,16.6
QB,Matt Flynn,Raiders,Jaguars,6000,0.0
WR,Greg Jennings,Vikings,Bears,8550,6.3
FLEX,Greg Jennings,Vikings,Bears,8550,6.3
WR,James Jones,Packers,Redskins,9250,0.0
FLEX,James Jones,Packers,Redskins,9250,0.0
WR,Jordy Nelson,Packers,Redskins,12850,26.0
FLEX,Jordy Nelson,Packers,Redskins,12850,26.0
QB,Aaron Rodgers,Packers,Redskins,19050,30.6
RB,James Starks,Packers,Redskins,4000,1.8
FLEX,James Starks,Packers,Redskins,4000,1.8
TE,D.J. Williams,Jaguars,Raiders,4000,0.0
FLEX,D.J. Williams,Jaguars,Raiders,4000,0.0
K,Rob Bironas,Titans,Texans,5750,11.4
WR,Kenny Britt,Titans,Texans,8300,2.5
FLEX,Kenny Britt,Titans,Texans,8300,2.5
TE,Jared Cook,Rams,Falcons,10300,31.1
FLEX,Jared Cook,Rams,Falcons,10300,31.1
QB,Matt Hasselbeck,Colts,Dolphins,6000,0.0
RB,Chris Johnson,Titans,Texans,11350,7.0
FLEX,Chris Johnson,Titans,Texans,11350,7.0
QB,Jake Locker,Titans,Texans,8850,5.3
QB,Rusty Smith,Titans,Texans,6000,0.0
WR,Nate Washington,Titans,Texans,5450,8.6
FLEX,Nate Washington,Titans,Texans,5450,8.6
RB,Donald Brown,Colts,Dolphins,4200,0.0
FLEX,Donald Brown,Colts,Dolphins,4200,0.0
RB,Delone Carter,Ravens,Browns,4050,0.0
FLEX,Delone Carter,Ravens,Browns,4050,0.0
TE,Dallas Clark,Ravens,Browns,6650,15.7
FLEX,Dallas Clark,Ravens,Browns,6650,15.7
WR,Austin Collie,49ers,Seahawks,6500,0.0
FLEX,Austin Collie,49ers,Seahawks,6500,0.0
WR,Pierre Garcon,Redskins,Packers,11450,13.4
FLEX,Pierre Garcon,Redskins,Packers,11450,13.4
QB,Peyton Manning,Broncos,Giants,20000,60.3
QB,Dan Orlovsky,Buccaneers,Saints,6000,0.0
QB,Curtis Painter,Giants,Broncos,6000,0.0
TE,Jacob Tamme,Broncos,Giants,6400,0.0
FLEX,Jacob Tamme,Broncos,Giants,6400,0.0
K,Adam Vinatieri,Colts,Dolphins,5600,3.0
WR,Reggie Wayne,Colts,Dolphins,13300,23.6
FLEX,Reggie Wayne,Colts,Dolphins,13300,23.6
RB,Jackie Battle,Titans,Texans,4500,8.1
FLEX,Jackie Battle,Titans,Texans,4500,8.1
WR,Dwayne Bowe,Chiefs,Cowboys,11300,7.0
FLEX,Dwayne Bowe,Chiefs,Cowboys,11300,7.0
WR,Steve Breaston,Saints,Buccaneers,4950,0.0
FLEX,Steve Breaston,Saints,Buccaneers,4950,0.0
QB,Matt Cassel,Vikings,Bears,6000,0.0
RB,Jamaal Charles,Chiefs,Cowboys,15550,19.0
FLEX,Jamaal Charles,Chiefs,Cowboys,15550,19.0
WR,Dexter McCluster,Chiefs,Cowboys,6850,7.3
FLEX,Dexter McCluster,Chiefs,Cowboys,6850,7.3
TE,Tony Moeaki,Chiefs,Cowboys,6900,0.0
FLEX,Tony Moeaki,Chiefs,Cowboys,6900,0.0
TE,Leonard Pope,Bears,Vikings,6100,0.0
FLEX,Leonard Pope,Bears,Vikings,6100,0.0
QB,Ricky Stanzi,Jaguars,Raiders,6000,0.0
K,Ryan Succop,Chiefs,Cowboys,5000,4.0
TE,David Ausberry,Raiders,Jaguars,4900,0.0
FLEX,David Ausberry,Raiders,Jaguars,4900,0.0
RB,Michael Bush,Bears,Vikings,5500,1.5
FLEX,Michael Bush,Bears,Vikings,5500,1.5
QB,Jason Campbell,Browns,Ravens,6000,0.0
QB,Trent Edwards,Bears,Vikings,6000,0.0
WR,Jacoby Ford,Raiders,Jaguars,6100,1.2
FLEX,Jacoby Ford,Raiders,Jaguars,6100,1.2
WR,Derek Hagan,Buccaneers,Saints,5150,0.0
FLEX,Derek Hagan,Buccaneers,Saints,5150,0.0
WR,Darrius Heyward-Bey,Colts,Dolphins,6600,6.3
FLEX,Darrius Heyward-Bey,Colts,Dolphins,6600,6.3
K,Sebastian Janikowski,Raiders,Jaguars,6200,5.8
RB,Darren McFadden,Raiders,Jaguars,12350,15.6
FLEX,Darren McFadden,Raiders,Jaguars,12350,15.6
WR,Denarius Moore,Raiders,Jaguars,8700,15.3
FLEX,Denarius Moore,Raiders,Jaguars,8700,15.3
TE,Brandon Myers,Giants,Broncos,8700,19.6
FLEX,Brandon Myers,Giants,Broncos,8700,19.6
RB,Marcel Reece,Raiders,Jaguars,4000,1.9
FLEX,Marcel Reece,Raiders,Jaguars,4000,1.9
WR,Chaz Schilens,Lions,Cardinals,4600,0.0
FLEX,Chaz Schilens,Lions,Cardinals,4600,0.0
WR,Donnie Avery,Chiefs,Cowboys,5100,9.1
FLEX,Donnie Avery,Chiefs,Cowboys,5100,9.1
QB,Sam Bradford,Rams,Falcons,13500,24.1
K,Josh Brown,Giants,Broncos,5950,7.0
WR,Brandon Gibson,Dolphins,Colts,5200,14.7
FLEX,Brandon Gibson,Dolphins,Colts,5200,14.7
RB,Steven Jackson,Falcons,Rams,13750,17.2
FLEX,Steven Jackson,Falcons,Rams,13750,17.2
TE,Lance Kendricks,Rams,Falcons,5850,5.5
FLEX,Lance Kendricks,Rams,Falcons,5850,5.5
QB,Thaddeus Lewis,Bills,Panthers,6000,0.0
WR,Austin Pettis,Rams,Falcons,4200,4.6
FLEX,Austin Pettis,Rams,Falcons,4200,4.6
WR,Greg Salas,Eagles,Chargers,5350,0.0
FLEX,Greg Salas,Eagles,Chargers,5350,0.0
WR,Davone Bess,Browns,Ravens,5600,9.7
FLEX,Davone Bess,Browns,Ravens,5600,9.7
RB,Reggie Bush,Lions,Cardinals,14700,29.1
FLEX,Reggie Bush,Lions,Cardinals,14700,29.1
K,Dan Carpenter,Bills,Panthers,5600,3.0
TE,Charles Clay,Dolphins,Colts,5450,10.4
FLEX,Charles Clay,Dolphins,Colts,5450,10.4
QB,Pat Devlin,Dolphins,Colts,6000,0.0
TE,Anthony Fasano,Chiefs,Cowboys,4600,2.8
FLEX,Anthony Fasano,Chiefs,Cowboys,4600,2.8
WR,Brian Hartline,Dolphins,Colts,8750,26.4
FLEX,Brian Hartline,Dolphins,Colts,8750,26.4
QB,Chad Henne,Jaguars,Raiders,7600,1.4
WR,Brandon Marshall,Bears,Vikings,15550,24.4
FLEX,Brandon Marshall,Bears,Vikings,15550,24.4
QB,Matt Moore,Dolphins,Colts,6000,0.0
RB,Daniel Thomas,Dolphins,Colts,6100,8.9
FLEX,Daniel Thomas,Dolphins,Colts,6100,8.9
RB,Adrian Peterson,Vikings,Bears,18100,33.1
FLEX,Adrian Peterson,Vikings,Bears,18100,33.1
QB,Christian Ponder,Vikings,Bears,8750,8.6
TE,Kyle Rudolph,Vikings,Bears,8800,4.7
FLEX,Kyle Rudolph,Vikings,Bears,8800,4.7
WR,Joe Webb,Vikings,Bears,6000,0.0
FLEX,Joe Webb,Vikings,Bears,6000,0.0
RB,BenJarvus Green-Ellis,Bengals,Steelers,9250,9.9
FLEX,BenJarvus Green-Ellis,Bengals,Steelers,9250,9.9
QB,Brian Hoyer,Browns,Ravens,6000,0.0
WR,Wes Welker,Broncos,Giants,13100,25.7
FLEX,Wes Welker,Broncos,Giants,13100,25.7
RB,Danny Woodhead,Chargers,Eagles,6250,3.6
FLEX,Danny Woodhead,Chargers,Eagles,6250,3.6
QB,Drew Brees,Saints,Buccaneers,19800,24.5
WR,Marques Colston,Saints,Buccaneers,12350,17.8
FLEX,Marques Colston,Saints,Buccaneers,12350,17.8
QB,Chase Daniel,Chiefs,Cowboys,6000,-0.2
TE,Jimmy Graham,Saints,Buccaneers,13650,14.5
FLEX,Jimmy Graham,Saints,Buccaneers,13650,14.5
K,Garrett Hartley,Saints,Buccaneers,6400,12.9
WR,Devery Henderson,Redskins,Packers,5350,0.0
FLEX,Devery Henderson,Redskins,Packers,5350,0.0
RB,Mark Ingram,Saints,Buccaneers,5450,1.1
FLEX,Mark Ingram,Saints,Buccaneers,5450,1.1
WR,Lance Moore,Saints,Buccaneers,8300,4.3
FLEX,Lance Moore,Saints,Buccaneers,8300,4.3
WR,Joseph Morgan,Saints,Buccaneers,5350,0.0
FLEX,Joseph Morgan,Saints,Buccaneers,5350,0.0
RB,Darren Sproles,Saints,Buccaneers,12150,17.0
FLEX,Darren Sproles,Saints,Buccaneers,12150,17.0
RB,Pierre Thomas,Saints,Buccaneers,5600,9.9
FLEX,Pierre Thomas,Saints,Buccaneers,5600,9.9
RB,Ahmad Bradshaw,Colts,Dolphins,8650,4.3
FLEX,Ahmad Bradshaw,Colts,Dolphins,8650,4.3
RB,Andre Brown,Giants,Broncos,5950,0.0
FLEX,Andre Brown,Giants,Broncos,5950,0.0
QB,David Carr,Giants,Broncos,6000,0.0
WR,Victor Cruz,Giants,Broncos,14550,34.8
FLEX,Victor Cruz,Giants,Broncos,14550,34.8
QB,Eli Manning,Giants,Broncos,17150,36.8
WR,Mario Manningham,49ers,Seahawks,6100,0.0
FLEX,Mario Manningham,49ers,Seahawks,6100,0.0
WR,Hakeem Nicks,Giants,Broncos,11400,16.4
FLEX,Hakeem Nicks,Giants,Broncos,11400,16.4
RB,Da'Rel Scott,Giants,Broncos,8200,12.4
FLEX,Da'Rel Scott,Giants,Broncos,8200,12.4
TE,Dustin Keller,Dolphins,Colts,6700,0.0
FLEX,Dustin Keller,Dolphins,Colts,6700,0.0
QB,Greg McElroy,Bengals,Steelers,6000,0.0
K,Nick Novak,Chargers,Eagles,5650,4.0
WR,Jason Avant,Eagles,Chargers,5700,1.3
FLEX,Jason Avant,Eagles,Chargers,5700,1.3
RB,Ronnie Brown,Chargers,Eagles,5100,7.1
FLEX,Ronnie Brown,Chargers,Eagles,5100,7.1
TE,Brent Celek,Eagles,Chargers,7800,13.6
FLEX,Brent Celek,Eagles,Chargers,7800,13.6
WR,Riley Cooper,Eagles,Chargers,5650,3.4
FLEX,Riley Cooper,Eagles,Chargers,5650,3.4
TE,Clay Harbor,Jaguars,Raiders,7800,1.5
FLEX,Clay Harbor,Jaguars,Raiders,7800,1.5
K,Alex Henery,Eagles,Chargers,6250,8.8
WR,DeSean Jackson,Eagles,Chargers,12700,23.4
FLEX,DeSean Jackson,Eagles,Chargers,12700,23.4
QB,Jerrod Johnson,Bears,Vikings,6000,0.0
QB,Mike Kafka,Jaguars,Raiders,6000,0.0
RB,Dion Lewis,Browns,Ravens,5350,0.0
FLEX,Dion Lewis,Browns,Ravens,5350,0.0
RB,LeSean McCoy,Eagles,Chargers,17400,25.9
FLEX,LeSean McCoy,Eagles,Chargers,17400,25.9
QB,Michael Vick,Eagles,Chargers,16650,29.5
QB,Vince Young,Packers,Redskins,6000,0.0
WR,Early Doucet,Seahawks,49ers,4950,0.0
FLEX,Early Doucet,Seahawks,49ers,4950,0.0
K,Jay Feely,Cardinals,Lions,5350,6.0
WR,Larry Fitzgerald,Cardinals,Lions,14250,28.0
FLEX,Larry Fitzgerald,Cardinals,Lions,14250,28.0
TE,Rob Housler,Cardinals,Lions,6500,0.0
FLEX,Rob Housler,Cardinals,Lions,6500,0.0
QB,Kevin Kolb,Bills,Panthers,6000,0.0
RB,William Powell,Eagles,Chargers,4600,0.0
FLEX,William Powell,Eagles,Chargers,4600,0.0
WR,Andre Roberts,Cardinals,Lions,9150,17.7
FLEX,Andre Roberts,Cardinals,Lions,9150,17.7
QB,John Skelton,Bengals,Steelers,6000,0.0
RB,LaRod Stephens-Howling,Steelers,Bengals,4250,5.0
FLEX,LaRod Stephens-Howling,Steelers,Bengals,4250,5.0
RB,Ryan Williams,Cardinals,Lions,5350,0.0
FLEX,Ryan Williams,Cardinals,Lions,5350,0.0
RB,Baron Batch,Steelers,Bengals,4600,0.0
FLEX,Baron Batch,Steelers,Bengals,4600,0.0
WR,Antonio Brown,Steelers,Bengals,10650,12.5
FLEX,Antonio Brown,Steelers,Bengals,10650,12.5
WR,Jerricho Cotchery,Steelers,Bengals,5750,13.4
FLEX,Jerricho Cotchery,Steelers,Bengals,5750,13.4
RB,Rashard Mendenhall,Cardinals,Lions,8950,7.4
FLEX,Rashard Mendenhall,Cardinals,Lions,8950,7.4
TE,Heath Miller,Steelers,Bengals,7000,0.0
FLEX,Heath Miller,Steelers,Bengals,7000,0.0
RB,Isaac Redman,Steelers,Bengals,6250,1.6
FLEX,Isaac Redman,Steelers,Bengals,6250,1.6
QB,Ben Roethlisberger,Steelers,Bengals,13250,11.6
WR,Emmanuel Sanders,Steelers,Bengals,9500,12.7
FLEX,Emmanuel Sanders,Steelers,Bengals,9500,12.7
K,Shaun Suisham,Steelers,Bengals,5000,1.0
WR,Mike Wallace,Dolphins,Colts,9100,2.5
FLEX,Mike Wallace,Dolphins,Colts,9100,2.5
RB,Curtis Brinkley,Bears,Vikings,4600,0.0
FLEX,Curtis Brinkley,Bears,Vikings,4600,0.0
WR,Vincent Brown,Chargers,Eagles,8500,9.3
FLEX,Vincent Brown,Chargers,Eagles,8500,9.3
WR,Patrick Crayton,Saints,Buccaneers,4600,0.0
FLEX,Patrick Crayton,Saints,Buccaneers,4600,0.0
WR,Malcom Floyd,Chargers,Eagles,6150,5.7
FLEX,Malcom Floyd,Chargers,Eagles,6150,5.7
TE,Antonio Gates,Chargers,Eagles,7650,6.9
FLEX,Antonio Gates,Chargers,Eagles,7650,6.9
WR,Vincent Jackson,Buccaneers,Saints,13500,22.4
FLEX,Vincent Jackson,Buccaneers,Saints,13500,22.4
RB,Ryan Mathews,Chargers,Eagles,8500,13.5
FLEX,Ryan Mathews,Chargers,Eagles,8500,13.5
QB,Philip Rivers,Chargers,Eagles,12750,31.6
WR,Laurent Robinson,Jaguars,Raiders,6500,0.0
FLEX,Laurent Robinson,Jaguars,Raiders,6500,0.0
QB,Scott Tolzien,Packers,Redskins,6000,0.0
K,David Akers,Lions,Cardinals,6700,11.5
QB,McLeod Bethel-Thompson,Vikings,Bears,6000,0.0
WR,Michael Crabtree,49ers,Seahawks,4350,0.0
FLEX,Michael Crabtree,49ers,Seahawks,4350,0.0
TE,Vernon Davis,49ers,Seahawks,11250,27.8
FLEX,Vernon Davis,49ers,Seahawks,11250,27.8
RB,Frank Gore,49ers,Seahawks,11450,14.5
FLEX,Frank Gore,49ers,Seahawks,11450,14.5
RB,Kendall Hunter,49ers,Seahawks,4050,2.4
FLEX,Kendall Hunter,49ers,Seahawks,4050,2.4
QB,Colin Kaepernick,49ers,Seahawks,17650,36.7
WR,Joshua Morgan,Redskins,Packers,4050,9.1
FLEX,Joshua Morgan,Redskins,Packers,4050,9.1
QB,Alex Smith,Chiefs,Cowboys,12400,21.4
TE,Delanie Walker,Titans,Texans,6150,7.0
FLEX,Delanie Walker,Titans,Texans,6150,7.0
WR,Doug Baldwin,Seahawks,49ers,5550,16.4
FLEX,Doug Baldwin,Seahawks,49ers,5550,16.4
TE,John Carlson,Vikings,Bears,4650,0.0
FLEX,John Carlson,Vikings,Bears,4650,0.0
WR,Kris Durham,Lions,Cardinals,5550,2.1
FLEX,Kris Durham,Lions,Cardinals,5550,2.1
RB,Justin Forsett,Jaguars,Raiders,4400,6.9
FLEX,Justin Forsett,Jaguars,Raiders,4400,6.9
QB,Tarvaris Jackson,Seahawks,49ers,6000,0.0
RB,Marshawn Lynch,Seahawks,49ers,11300,7.2
FLEX,Marshawn Lynch,Seahawks,49ers,11300,7.2
TE,Anthony McCoy,Seahawks,49ers,4600,0.0
FLEX,Anthony McCoy,Seahawks,49ers,4600,0.0
TE,Zach Miller,Seahawks,49ers,6100,7.2
FLEX,Zach Miller,Seahawks,49ers,6100,7.2
QB,Josh Portis,Seahawks,49ers,6000,0.0
WR,Sidney Rice,Seahawks,49ers,7550,5.5
FLEX,Sidney Rice,Seahawks,49ers,7550,5.5
WR,Brandon Stokley,Ravens,Browns,5200,7.4
FLEX,Brandon Stokley,Ravens,Browns,5200,7.4
WR,Golden Tate,Seahawks,49ers,8050,9.1
FLEX,Golden Tate,Seahawks,49ers,8050,9.1
QB,Charlie Whitehurst,Chargers,Eagles,6000,0.0
QB,Josh Freeman,Buccaneers,Saints,13600,12.4
QB,Josh Johnson,Bengals,Steelers,6000,0.0
WR,Micheal Spurlock,Lions,Cardinals,6100,0.0
FLEX,Micheal Spurlock,Lions,Cardinals,6100,0.0
TE,Luke Stocker,Buccaneers,Saints,6400,0.0
FLEX,Luke Stocker,Buccaneers,Saints,6400,0.0
WR,Mike Williams,Buccaneers,Saints,10450,15.2
FLEX,Mike Williams,Buccaneers,Saints,10450,15.2
QB,Kellen Clemens,Rams,Falcons,6000,0.0
TE,Fred Davis,Redskins,Packers,7500,4.2
FLEX,Fred Davis,Redskins,Packers,7500,4.2
RB,Shaun Draughn,Chiefs,Cowboys,5350,0.0
FLEX,Shaun Draughn,Chiefs,Cowboys,5350,0.0
K,Graham Gano,Panthers,Bills,5650,1.0
K,Shayne Graham,Steelers,Bengals,5750,0.0
QB,Rex Grossman,Redskins,Packers,6000,0.0
WR,Leonard Hankerson,Redskins,Packers,7050,25.0
FLEX,Leonard Hankerson,Redskins,Packers,7050,25.0
WR,Santana Moss,Redskins,Packers,4800,10.4
FLEX,Santana Moss,Redskins,Packers,4800,10.4
TE,Logan Paulsen,Redskins,Packers,5350,0.0
FLEX,Logan Paulsen,Redskins,Packers,5350,0.0
WR,Aldrick Robinson,Redskins,Packers,5350,0.0
FLEX,Aldrick Robinson,Redskins,Packers,5350,0.0
QB,Derek Anderson,Panthers,Bills,6000,-0.3
QB,Jimmy Clausen,Panthers,Bills,6000,0.0
WR,Brandon LaFell,Panthers,Bills,6150,0.0
FLEX,Brandon LaFell,Panthers,Bills,6150,0.0
QB,Cam Newton,Panthers,Bills,18100,14.8
TE,Greg Olsen,Panthers,Bills,8900,10.6
FLEX,Greg Olsen,Panthers,Bills,8900,10.6
WR,Steve Smith,Panthers,Bills,10650,17.1
FLEX,Steve Smith,Panthers,Bills,10650,17.1
RB,Jonathan Stewart,Panthers,Bills,4600,0.0
FLEX,Jonathan Stewart,Panthers,Bills,4600,0.0
RB,DeAngelo Williams,Panthers,Bills,8500,11.0
FLEX,DeAngelo Williams,Panthers,Bills,8500,11.0
QB,Blaine Gabbert,Jaguars,Raiders,6000,2.4
RB,Rashad Jennings,Raiders,Jaguars,5350,0.2
FLEX,Rashad Jennings,Raiders,Jaguars,5350,0.2
RB,Maurice Jones-Drew,Jaguars,Raiders,10750,4.5
FLEX,Maurice Jones-Drew,Jaguars,Raiders,10750,4.5
TE,Marcedes Lewis,Jaguars,Raiders,7100,0.0
FLEX,Marcedes Lewis,Jaguars,Raiders,7100,0.0
QB,Luke McCown,Saints,Buccaneers,6000,0.0
TE,Zach Miller,Buccaneers,Saints,4150,0.0
FLEX,Zach Miller,Buccaneers,Saints,4150,0.0
K,Josh Scobee,Jaguars,Raiders,5350,0.0
WR,Cecil Shorts,Jaguars,Raiders,10100,7.0
FLEX,Cecil Shorts,Jaguars,Raiders,10100,7.0
WR,Anquan Boldin,49ers,Seahawks,13350,39.8
FLEX,Anquan Boldin,49ers,Seahawks,13350,39.8
K,Billy Cundiff,Browns,Ravens,5750,4.9
TE,Ed Dickson,Ravens,Browns,7850,2.3
FLEX,Ed Dickson,Ravens,Browns,7850,2.3
WR,Tandon Doss,Ravens,Browns,5350,0.0
FLEX,Tandon Doss,Ravens,Browns,5350,0.0
QB,Joe Flacco,Ravens,Browns,13400,22.5
RB,Jalen Parmele,Titans,Texans,4400,0.0
FLEX,Jalen Parmele,Titans,Texans,4400,0.0
RB,Ray Rice,Ravens,Browns,14800,21.1
FLEX,Ray Rice,Ravens,Browns,14800,21.1
WR,Torrey Smith,Ravens,Browns,10350,13.2
FLEX,Torrey Smith,Ravens,Browns,10350,13.2
QB,Tyrod Taylor,Ravens,Browns,6000,0.0
TE,James Casey,Eagles,Chargers,5150,0.0
FLEX,James Casey,Eagles,Chargers,5150,0.0
TE,Owen Daniels,Texans,Titans,8500,23.7
FLEX,Owen Daniels,Texans,Titans,8500,23.7
RB,Arian Foster,Texans,Titans,14450,15.0
FLEX,Arian Foster,Texans,Titans,14450,15.0
WR,Andre Johnson,Texans,Titans,12550,26.6
FLEX,Andre Johnson,Texans,Titans,12550,26.6
WR,Jacoby Jones,Ravens,Browns,5350,5.4
FLEX,Jacoby Jones,Ravens,Browns,5350,5.4
QB,Matt Leinart,Bills,Panthers,6000,0.0
RB,Chris Ogbonnaya,Browns,Ravens,5550,2.0
FLEX,Chris Ogbonnaya,Browns,Ravens,5550,2.0
QB,Matt Schaub,Texans,Titans,13600,29.8
RB,Ben Tate,Texans,Titans,6400,8.2
FLEX,Ben Tate,Texans,Titans,6400,8.2
WR,Kevin Walter,Titans,Texans,4450,0.0
FLEX,Kevin Walter,Titans,Texans,4450,0.0
QB,T.J. Yates,Texans,Titans,6000,0.0
