"name","position","prediction"
"Cobi Hamilton","WR",6.09460361361506
"Jonathan Amosa","RB",3.74363282155128
"Ty Walker","WR",7.40556676952104
"Alex Gillett","WR",4.8140272499856
"Giovani Bernard","RB",11.625414954653
"Eddie Lacy","RB",4.70672903945385
"Tyler Eifert","TE",9.01977253725151
"Tony Romo","QB",20.5981671642121
"Jason Witten","TE",15.1933684159011
"Kyle Orton","QB",9.38828536521418
"Miles Austin","WR",13.2920677225005
"Kellen Clemens","QB",6.04779535410117
"Dante Rosario","TE",3.4004955942318
"Anthony Armstrong","WR",5.09830409302161
"Zach Potter","TE",3.06391683224477
"Jared Cook","TE",10.7129516978505
"Sam Bradford","QB",17.8528333304609
"Dez Bryant","WR",18.1960649523697
"Lance Kendricks","TE",8.10753552934126
"DeMarco Murray","RB",13.2958823297473
"Austin Pettis","WR",7.1483281556492
"Dwayne Harris","WR",5.19285604589385
"Andre Smith","TE",4.02481901746103
"Cameron Graham","TE",2.75578264026992
"Colin Cochart","TE",1.93709396741016
"Phillip Tanner","RB",4.31588270617554
"Mike McNeill","TE",3.68187058505969
"Raymond Radway","WR",7.85956917314001
"Chase Reynolds","RB",4.40999059182015
"Austin Davis","QB",9.3801195281836
"Cory Harkey","TE",3.38370087036179
"Cole Beasley","WR",6.38101125257546
"Tim Benford","WR",5.47896009399785
"Lance Dunbar","RB",4.34760075101019
"Nick Stephens","QB",3.74240003211833
"Nick Johnson","WR",7.09982216345127
"Jared Green","WR",4.9373111927069
"Terrance Ganaway","RB",2.10680014188443
"Daryl Richardson","RB",6.7965079943989
"Chris Givens","WR",10.1341915290937
"Alex Tanney","QB",6.96727899145945
"Isaiah Pead","RB",3.05027101550654
"Danny Coale","WR",2.34755587605866
"James Hanna","TE",4.97670326596543
"Brian Quick","WR",5.17774409487155
"Benny Cunningham","RB",3.24192796440157
"Philip Lutzenkirchen","TE",4.46069093896687
"Emory Blake","WR",2.64809867843629
"Anthony Amos","WR",3.9354625467291
"Joseph Randle","RB",7.64354190778507
"Andrew Helmick","WR",5.12737085379601
"Justin Veltung","WR",1.99677514264056
"Colby Prince","TE",2.76657193922539
"Tavon Austin","WR",9.66693485570514
"Stedman Bailey","WR",4.9415938969103
"Zac Stacy","RB",5.68100310139772
"Terrance Williams","WR",4.50271158450838
"Gavin Escobar","TE",7.19743350289271
"Tony Gonzalez","TE",13.469162260962
"Steven Jackson","RB",12.6480549754104
"Roddy White","WR",15.5770827719959
"Matt Moore","QB",7.48639015981736
"Matt Ryan","QB",22.5648156104895
"Dustin Keller","TE",10.2445707232495
"Harry Douglas","WR",7.33831915056604
"Marcus Thigpen","RB",1.52115853901416
"Josh Vaughan","RB",6.27817016518538
"Colin Cloherty","TE",1.95352954099519
"Antone Smith","RB",7.51261681638086
"Mike Wallace","WR",13.8452272347708
"Brandon Gibson","WR",10.3586309796574
"Chase Coffman","TE",4.86198145592328
"Brian Hartline","WR",12.3522347983675
"Julius Pruitt","WR",3.35396401766968
"Julio Jones","WR",18.0403668272332
"Daniel Thomas","RB",7.36601294096373
"Jacquizz Rodgers","RB",8.51721744075545
"Charles Clay","TE",8.10004038818855
"Drew Davis","WR",5.02532073341032
"Armon Binns","WR",7.90201004065314
"Tommy Gallarda","TE",2.32405601595624
"Kyle Miller","TE",2.53904979458449
"Pat Devlin","QB",9.37012325090106
"Kevin Cone","WR",4.28349594935995
"James Rodgers","WR",3.30496602860069
"Marcus Jackson","WR",2.19433433896207
"Adam Nissley","TE",1.41921869405451
"Dominique Davis","QB",10.6450963984337
"Brian Tyms","WR",6.26572002265248
"Andrew Szczerba","TE",1.66309874155133
"Jeff Fuller","WR",2.90490816919774
"Jonas Gray","RB",5.12269459595429
"Marvin McNutt","WR",7.35164701506581
"Kenny Stafford","WR",1.9890500053785
"Rishard Matthews","WR",5.03015485832847
"Lamar Miller","RB",5.98876649657702
"Michael Egnew","TE",2.89732800865051
"Ryan Tannehill","QB",14.9206907837173
"Rashad Evans","WR",2.3771979793389
"Darius Johnson","WR",9.15274155154256
"Martel Moore","WR",3.24696432818244
"Donald Russell","RB",2.03112060049461
"Devonte Campbell","RB",1.05430356705738
"Ronnie Wingo","RB",2.60104327769922
"Chad Bumphis","WR",3.13047608868954
"Dion Sims","TE",7.18847528344943
"Mike Gillislee","RB",6.47198969801886
"Levine Toilolo","TE",1.90349060995796
"Sean Renfree","QB",4.08669009711968
"Jason Campbell","QB",8.16204362176475
"Matt Cassel","QB",10.9240006004578
"Greg Jennings","WR",13.0745803696207
"Adrian Peterson","RB",20.7806572739806
"Brandon Jackson","RB",7.117109537229
"Davone Bess","WR",10.7998984810574
"John Carlson","TE",3.45410263301781
"Jerome Simpson","WR",7.56521695674416
"Gary Barnidge","TE",3.37521444319017
"Kellen Davis","TE",4.78501246160815
"Brian Hoyer","QB",7.85590055796243
"Jordan Norwood","WR",7.83912782546443
"Chris Ogbonnaya","RB",4.35509848830321
"Dan Gronkowski","TE",6.74648342617386
"Naaman Roosevelt","WR",2.10723268298064
"David Nelson","WR",9.44611284572108
"Montario Hardesty","RB",4.19202863307286
"Joe Webb","QB",8.9205554684997
"Toby Gerhart","RB",5.10008849206358
"Christian Ponder","QB",14.8476815699221
"Kyle Rudolph","TE",10.5306992033594
"Greg Little","WR",9.09796021506978
"Jordan Cameron","TE",7.45411894714932
"Dion Lewis","RB",5.07974699718124
"Stephen Burton","WR",4.44950239065326
"Matt Asiata","RB",3.45904085283949
"McLeod Bethel-Thompson","QB",9.74582207476413
"Tori Gurley","WR",4.49409892550869
"LaMark Brown","TE",4.21303274839114
"Josh Cooper","WR",4.44360132378412
"Joe Banyard","RB",11.268655063623
"Travis Benjamin","WR",5.48640687853601
"Brad Smelley","TE",3.24842015755476
"Chris Summers","WR",4.89868866773271
"Chase Ford","TE",3.11477039503831
"Jarius Wright","WR",7.97575334377741
"Rhett Ellison","TE",2.66059376606069
"Josh Gordon","WR",10.1279438606343
"Trent Richardson","RB",14.7652771927788
"Brandon Weeden","QB",13.6296546692362
"Dominique Croom","WR",3.25116284313975
"Mike Edwards","WR",2.36815796956441
"Cordell Roberson","WR",6.18988972210585
"Colin Anderson","TE",2.48848369505031
"Erik Highsmith","WR",2.49949863022327
"Zach Line","RB",5.38428011450585
"Bradley Randle","RB",1.72732806125333
"Rodney Smith","WR",9.32220633181572
"James Vandenberg","QB",3.41975004203003
"Jerodis Williams","RB",2.5445340627231
"Adam Thielen","WR",3.2272339156916
"Miguel Maysonet","RB",2.68918567140435
"Cordarrelle Patterson","WR",6.88418596894411
"Kellen Winslow","TE",8.25503528761905
"Braylon Edwards","WR",7.70586294419722
"Fred Jackson","RB",11.5680745976591
"Santonio Holmes","WR",10.6225810125736
"Brad Smith","WR",5.15789029844645
"Ben Obomanu","WR",6.75181238839138
"Kevin Kolb","QB",14.5535211091494
"Scott Chandler","TE",8.27390811350147
"Tashard Choice","RB",4.87996546116781
"Stevie Johnson","WR",14.2285004152515
"Mark Sanchez","QB",12.2862026111546
"Frank Summers","RB",2.7457193631968
"Mike Goodson","RB",5.65929856478016
"Jeff Cumberland","TE",7.33393818619317
"Chris Ivory","RB",6.03492280467362
"Marcus Easley","WR",6.69254890348903
"Joe McKnight","RB",3.32675285410851
"Dorin Dickerson","WR",5.25298461046196
"C.J. Spiller","RB",12.3289798686443
"Clyde Gates","WR",5.32185838016986
"Bilal Powell","RB",7.8896563472953
"Jeremy Kerley","WR",8.43458890363663
"Lee Smith","TE",3.16378245880029
"Greg McElroy","QB",9.67917193742356
"DeMarco Sampson","WR",6.08468517402494
"Chris Hogan","WR",5.1343451900513
"Konrad Reuland","TE",3.10978288102004
"Michael Campbell","WR",5.5876433300146
"John Griffin","RB",1.44896474045137
"Mossis Madu","RB",5.54085814797259
"Vidal Hazelton","WR",1.29720085859406
"Chad Spann","RB",2.33995625464593
"Hayden Smith","TE",2.80426445573892
"Stephen Hill","WR",8.15840529451799
"Kevin Elliott","WR",5.02236746374322
"Matt Simms","QB",10.3055809600375
"Jordan White","WR",2.91860401479486
"T.J. Graham","WR",5.009053169427
"Zach Brown","RB",3.76706869913199
"Joe Collins","WR",2.17990011070465
"Jeff Tuel","QB",9.72584864302137
"Kendall Gaskins","RB",4.13708253060812
"Brandon Kaufman","WR",6.82058057983986
"Da'Rick Rogers","WR",5.06364747196348
"Drew Smith","RB",2.27309873813806
"Chris Gragg","TE",3.37982191919116
"Marquise Goodwin","WR",3.07433736898886
"Chris Pantale","TE",2.6048155022138
"Zach Rogers","WR",5.98872036388884
"Mike Shanahan","TE",2.75903031619627
"Ryan Spadola","WR",9.8945746067073
"Robert Woods","WR",7.52434128901241
"EJ Manuel","QB",15.7642295658219
"Tom Brady","QB",24.7720781854068
"Michael Jenkins","WR",8.36966006448003
"Vincent Jackson","WR",15.1027011077886
"Dan Orlovsky","QB",4.97511791973028
"Daniel Fells","TE",5.15432094067662
"Derek Hagan","WR",5.37034384799781
"Leon Washington","RB",3.34907903393218
"Brian Leonard","RB",4.02556698614621
"Danny Amendola","WR",12.1631682594075
"Matthew Slater","WR",1.61882255825555
"Peyton Hillis","RB",6.00945820725934
"Kevin Ogletree","WR",7.01759557092954
"Tom Crabtree","TE",5.42085528084035
"Josh Freeman","QB",17.7179115098613
"Zach Miller","TE",1.84128819635973
"Julian Edelman","WR",9.80295006680826
"Tiquan Underwood","WR",5.96805480388441
"LeGarrette Blount","RB",6.42693153342594
"Rob Gronkowski","TE",18.201947503107
"Mike Williams","WR",12.5406267807713
"Michael Hoomanawanui","TE",4.70148910411502
"Carlton Mitchell","WR",1.28439010179561
"Nate Byham","TE",3.89369062931453
"Tim Tebow","QB",8.22229307588203
"James Develin","RB",3.34477401554402
"Shane Vereen","RB",9.82226721845689
"Stevan Ridley","RB",11.0692481395103
"Ryan Mallett","QB",7.78872182921882
"Luke Stocker","TE",3.78890540654977
"Adam Weber","QB",1.49598400935101
"Kamar Aiken","WR",5.6375504846424
"Chris Owusu","WR",4.26904123507721
"Eric Page","WR",1.4047791921965
"Michael Smith","RB",2.28824989815475
"Danny Noble","TE",3.2809159011877
"Brandon Bolden","RB",5.70438451830934
"Terriun Crump","WR",0.931817699771723
"David Douglas","WR",8.04084327912298
"Doug Martin","RB",16.6417436799377
"Jeff Demps","RB",2.04296909932397
"Timothy Wright","WR",2.45834451581906
"Zach Sudfeld","TE",6.33492684583544
"Kenbrell Thompkins","WR",8.4807491754971
"Chris Denton","WR",2.47070782482927
"George Winn","RB",6.36712581120941
"Mike James","RB",4.98283168208156
"Josh Boyce","WR",8.27572444558403
"Mike Glennon","QB",8.31382755125529
"Aaron Dobson","WR",8.99263348696956
"Quentin Sims","WR",12.8381188837803
"Drew Brees","QB",25.9179003083238
"Carson Palmer","QB",17.5980706258802
"Seneca Wallace","QB",2.68175853396358
"Luke McCown","QB",10.5482433780179
"Larry Fitzgerald","WR",12.6278036643712
"Benjamin Watson","TE",8.44772338343562
"Lance Moore","WR",12.1634153417634
"Courtney Roby","WR",2.6485241319154
"Darren Sproles","RB",14.5255870941513
"Jeff King","TE",4.01359206708978
"Marques Colston","WR",16.6784224223757
"Pierre Thomas","RB",10.1838518718716
"Drew Stanton","QB",7.12321535152098
"Steve Breaston","WR",4.92198115751808
"Rashard Mendenhall","RB",9.18318142168783
"Early Doucet","WR",6.23288105021745
"Jarett Dillard","WR",1.85068763378086
"Alfonso Smith","RB",3.5773990246262
"Preston Parker","WR",8.73285538794865
"Andy Tanner","WR",12.2270304699203
"Andre Roberts","WR",10.895669798205
"Jimmy Graham","TE",15.4577084730644
"Mickey Shuler","TE",2.45556117512579
"Jim Dray","TE",4.149732982176
"Tim Toone","WR",3.18882686984085
"Mark Ingram","RB",7.72384840119087
"Ryan Williams","RB",6.0801469811205
"Rob Housler","TE",7.39520863697032
"Jarred Fayson","WR",2.36945197541075
"Mike Higgins","TE",4.21032025454746
"Joe Morgan","WR",10.1388773908724
"Kerry Taylor","WR",6.97192301231712
"Saalim Hakim","WR",5.06784134699251
"Travaris Cadet","RB",4.09105657560059
"Alex Gottlieb","TE",3.42198563343911
"LaRon Byrd","WR",3.29200816995185
"Ryan Lindley","QB",6.46481112013684
"Michael Floyd","WR",8.05265854190629
"Nick Toon","WR",7.15469304629078
"Ryan Griffin","QB",8.79739804433022
"Kenny Stills","WR",9.59721819066742
"Stepfan Taylor","RB",5.15626678050928
"Andre Ellington","RB",6.41639389897231
"D.C. Jefferson","TE",3.65105864922999
"Dan Buckner","WR",2.79410565926314
"Jaron Brown","WR",8.7050995422053
"Khiry Robinson","RB",11.2365429428449
"Caleb TerBush","QB",2.70255965885115
"Charles Hawkins","WR",8.34480522418522
"Robby Toma","WR",4.33886738779829
"Antonio Gates","TE",10.5204309889301
"Kevin Walter","WR",7.90646356701961
"Malcom Floyd","WR",11.2652262861662
"Philip Rivers","QB",17.8348171596748
"Nate Washington","WR",10.3991954589787
"Ronnie Brown","RB",6.81829943731733
"Ryan Fitzpatrick","QB",17.1843511060596
"Charlie Whitehurst","QB",7.52602109238944
"Delanie Walker","TE",6.8904709029365
"Robert Meachem","WR",7.67183462074596
"Jackie Battle","RB",5.89412543091517
"Darius Reynaud","RB",2.68850887080298
"Danny Woodhead","RB",10.040276965819
"Chris Johnson","RB",13.6546626850011
"Eddie Royal","WR",8.78911752963478
"Craig Stevens","TE",4.79826359001927
"Jalen Parmele","RB",5.27629911816671
"Shonn Greene","RB",11.1914754373946
"Kenny Britt","WR",10.0769434292856
"Deon Butler","WR",3.71388117927903
"John Phillips","TE",3.31786966153385
"Roberto Wallace","WR",2.23966157250136
"Chris Gronkowski","RB",1.5997207068611
"Richard Goodman","WR",1.4479431301762
"Rusty Smith","QB",6.59107428707404
"Marc Mariani","WR",1.73262180276336
"Ryan Mathews","RB",11.5271645324757
"Damian Williams","WR",6.3077067419868
"Danario Alexander","WR",16.163917574848
"Jake Locker","QB",13.7511896096952
"Vincent Brown","WR",6.37853666034791
"Dan DePalma","WR",6.26437375314374
"Michael Preston","WR",7.60593516331186
"Diondre Borel","WR",1.55209673704583
"Collin Mooney","RB",2.05997290080685
"Justin Hilton","WR",1.97176638909386
"Ladarius Green","TE",9.96530766245531
"Edwin Baker","RB",3.31678927618897
"Mike Willie","WR",7.71127143589367
"Taylor Thompson","TE",3.2156829394237
"Kendall Wright","WR",10.5350487805535
"Fozzy Whittaker","RB",6.27531014874386
"Dallas Walker","TE",1.94591657854379
"Jack Doyle","TE",8.29232651779009
"Keenan Allen","WR",3.64715755228783
"Brad Sorensen","QB",6.99538810608617
"Michael Hill","RB",2.88322138834874
"Luke Tasker","WR",1.86260325493918
"Justin Hunter","WR",7.03045810057109
"Santana Moss","WR",10.1148521131363
"Shaun Hill","QB",14.1838271864296
"Donte' Stallworth","WR",8.76204206339429
"Nate Burleson","WR",11.0309049098542
"Rex Grossman","QB",12.9551294320689
"Devery Henderson","WR",7.21044234819231
"Micheal Spurlock","WR",5.33629910880208
"Montell Owens","RB",6.02214573138983
"Reggie Bush","RB",12.4754445987047
"Tony Scheffler","TE",7.89440690966684
"Matt Willis","WR",5.26885119864625
"Calvin Johnson","WR",21.0668763784908
"Fred Davis","TE",7.89052203730118
"Josh Morgan","WR",8.04195843995784
"Pierre Garcon","WR",13.3056063654679
"Chaz Schilens","WR",7.23361461764088
"Matthew Stafford","QB",20.6483829023853
"Brandon Pettigrew","TE",9.8240130520409
"Pat White","QB",11.4977403570117
"Mike Thomas","WR",6.08563154822725
"Tristan Davis","RB",1.9898918055942
"Keiland Williams","RB",4.97934138890332
"Logan Paulsen","TE",6.39916294899047
"Joique Bell","RB",11.1858096081178
"Thad Lewis","QB",8.46969561916652
"Dezmon Briscoe","WR",6.16714202182264
"Terrence Austin","WR",6.12932417258332
"Mikel Leshoure","RB",11.3755637337191
"Leonard Hankerson","WR",8.74223278741848
"Roy Helu","RB",7.94283610837214
"Kris Durham","WR",6.57329347578118
"Niles Paul","TE",3.58299460714344
"Evan Royster","RB",5.83062016852707
"Aldrick Robinson","WR",6.54500042899032
"Shaun Chapas","RB",2.59701381644015
"Lance Lewis","WR",3.08381700987072
"Matt Veldman","TE",2.20810415399546
"Alfred Morris","RB",13.8861062493107
"Ryan Broyles","WR",9.16696093997045
"Pat Edwards","WR",5.18773007122972
"Kellen Moore","QB",10.7642778437063
"Kirk Cousins","QB",10.9874954956933
"Robert Griffin III","QB",24.1227802287481
"Nick Williams","WR",3.9704196777273
"Skye Dawson","WR",1.7513582268192
"Joseph Fauria","TE",6.85210406662959
"Steven Miller","RB",3.80850039046793
"Cody Wilson","WR",2.56838466988601
"Theo Riddick","RB",9.30036817430965
"Michael Williams","TE",2.50480938733928
"Chris Thompson","RB",3.19351473997819
"Jawan Jamison","RB",4.64919867743062
"Jordan Reed","TE",6.94968601366493
"Steve Smith","WR",12.237942361069
"David Carr","QB",4.05115702346137
"Eli Manning","QB",18.4138983927569
"Ben Hartsock","TE",2.02139846714006
"Derek Anderson","QB",9.36299649569644
"DeAngelo Williams","RB",8.91764541043821
"Domenik Hixon","WR",9.34222449785987
"Ted Ginn","WR",4.57535051395659
"Greg Olsen","TE",11.762055593644
"Jonathan Stewart","RB",9.24216099157069
"Ramses Barden","WR",5.65706026370869
"Bear Pascoe","TE",4.08216720655519
"Hakeem Nicks","WR",12.710695983085
"Louis Murphy","WR",6.23490839826146
"Andre Brown","RB",7.54879623800454
"Curtis Painter","QB",9.207707143171
"Brandon Myers","TE",10.4454218171798
"Victor Cruz","WR",17.0056393022825
"Dominique Curry","WR",1.1941712458447
"Richie Brockel","TE",3.03933271813863
"Jimmy Clausen","QB",4.6358518802794
"Brandon LaFell","WR",9.62799494498571
"Armanti Edwards","WR",3.29119104426033
"David Gettis","WR",9.279194848032
"Cam Newton","QB",22.3615520723963
"Jerrel Jernigan","WR",3.5374711978373
"Kealoha Pilares","WR",3.18525963318682
"Da'Rel Scott","RB",7.89063712113877
"Kris Adams","WR",2.0863536292224
"Zack Pianalto","TE",1.77058694997755
"Armond Smith","RB",2.54922301282018
"Larry Donnell","TE",5.21042905785405
"Dale Moss","WR",1.83260263767838
"David Wilson","RB",6.74100547429785
"Rueben Randle","WR",6.79817891665636
"Joe Adams","WR",1.10379043848621
"Adrien Robinson","TE",2.68456095594859
"Julian Talley","WR",6.22831231926361
"Brenton Bersin","WR",3.91152972346412
"Tauren Poole","RB",4.94912125164187
"Brandon Williams","TE",3.05336550921894
"Michael Cox","RB",2.95842954942016
"Kenjon Barner","RB",5.69933653112638
"Ryan Nassib","QB",4.19718596949418
"Matt Hasselbeck","QB",11.3629423878074
"Reggie Wayne","WR",15.3232136942692
"Kassim Osgood","WR",5.82352653774634
"Anquan Boldin","WR",15.4780078413972
"Frank Gore","RB",14.5651158978383
"Vernon Davis","TE",10.9325785048638
"Ahmad Bradshaw","RB",13.4590687558578
"Mario Manningham","WR",10.3681968674451
"Lavelle Hawkins","WR",6.34767266866829
"Darrius Heyward-Bey","WR",9.60465184405086
"Michael Crabtree","WR",16.9214910345202
"Donald Brown","RB",6.67683193329853
"Austin Collie","WR",5.97017844164924
"Chad Hall","WR",4.86115775126776
"Marlon Moore","WR",5.68610101101502
"Kyle Williams","WR",6.55336231188502
"Colt McCoy","QB",9.66008242838309
"Anthony Dixon","RB",4.88237106796418
"Colin Kaepernick","QB",18.4354467716438
"Kendall Hunter","RB",6.42123082271426
"Delone Carter","RB",4.49718404516993
"Robert Hughes","RB",3.63542535538845
"Ricardo Lockette","WR",2.90935784161197
"Demarcus Dobbs","TE",1.31330573425829
"Scott Tolzien","QB",6.14987660163795
"Garrett Celek","TE",4.31921691649958
"Nathan Palmer","WR",2.27479314474784
"Dominique Jones","TE",5.21124711397243
"Griff Whalen","WR",6.96013382409203
"Jabin Sambrano","WR",1.82481601321154
"Brandon Carswell","WR",2.24215627922741
"LaMichael James","RB",4.84197434442252
"Davin Meggett","RB",1.84429968104663
"Vick Ballard","RB",8.03469000654402
"LaVon Brazill","WR",4.27334312780316
"Chandler Harnish","QB",5.36195961149062
"T.Y. Hilton","WR",12.9510469063317
"A.J. Jenkins","WR",4.02642891863046
"Andrew Luck","QB",20.6944094822704
"Dwayne Allen","TE",8.05796230508058
"Coby Fleener","TE",6.23659195939842
"Lanear Sampson","WR",3.35335900206835
"MarQueis Gray","TE",3.39956974317525
"Chuck Jacobs","WR",9.39706710298081
"D.J. Harper","RB",0.702539569499016
"Kerwynn Williams","RB",4.49269547176317
"B.J. Daniels","QB",17.612759871468
"Justice Cunningham","TE",4.49095588290734
"Vance McDonald","TE",5.73716997196566
"Marcedes Lewis","TE",7.86656156179982
"Maurice Jones-Drew","RB",9.96184508131021
"Tarvaris Jackson","QB",11.858680463681
"Marshawn Lynch","RB",16.4606809464954
"Brady Quinn","QB",8.0306604716449
"Zach Miller","TE",9.16487430918518
"Sidney Rice","WR",11.1236510091052
"Isaiah Stanback","TE",1.68569823245444
"Chad Henne","QB",13.1118736238053
"Brett Swain","WR",4.79239780330199
"Justin Forsett","RB",5.1039757218096
"Will Ta'ufo'ou","RB",1.5762160728489
"Charly Martin","WR",2.35081816667638
"Percy Harvin","WR",18.5874663968053
"Mohamed Massaquoi","WR",5.14962207255375
"Stephen Williams","WR",11.5654387051702
"Bryan Walters","WR",4.61170265146059
"Jordan Shipley","WR",5.75717740994844
"Mike Kafka","QB",4.42358906423018
"Anthony McCoy","TE",7.26741027608191
"Golden Tate","WR",11.0702788562305
"Blaine Gabbert","QB",10.4471951984062
"Cecil Shorts","WR",11.2189612312001
"Jordan Todman","RB",6.57246927326415
"Allen Reisner","TE",5.01584216422506
"Doug Baldwin","WR",8.49269859702019
"Brett Brackett","TE",3.67975794842941
"Derrick Coleman","RB",6.00394249948338
"Mike Brown","WR",3.82780737274996
"Jermaine Kearse","WR",7.65004024465713
"Toney Clemons","WR",2.1770889784861
"Russell Wilson","QB",21.3663707123761
"Robert Turbin","RB",6.85516159458336
"Phil Bates","WR",2.86145870591312
"Sean McGrath","TE",5.69393651786311
"Jonathan Grimes","RB",3.37743239038129
"Cooper Helfet","TE",5.74732993344804
"Jeremy Ebert","WR",4.12681483996898
"Justin Blackmon","WR",11.996430983736
"Perez Ashford","WR",2.17324670257873
"Jamal Miles","WR",-0.0330688103980809
"Ryan Otten","TE",1.02202444546468
"Tobais Palmer","WR",-0.738007467692128
"Lonnie Pryor","RB",0.997238992596357
"Matt Scott","QB",3.0699061670108
"De'Leon Eskridge","RB",0.902551617012879
"Chris Harper","WR",3.30861999385888
"Luke Willson","TE",6.47050735645402
"Spencer Ware","RB",7.32530854128274
"Christine Michael","RB",12.0218437438468
"Arceto Clark","WR",4.51408560884447
"Denard Robinson","RB",2.84562079858087
"Ace Sanders","WR",4.83132683994673
"Plaxico Burress","WR",7.6477016855175
"Josh McCown","QB",3.84797651204673
"Jerricho Cotchery","WR",6.10782511423845
"Ben Roethlisberger","QB",19.0781429846898
"Heath Miller","TE",12.5745711579995
"Jay Cutler","QB",16.6981414493064
"Devin Hester","WR",4.49244741629492
"Leonard Pope","TE",4.19490038127318
"Brandon Marshall","WR",20.3008552145852
"Bruce Gradkowski","QB",6.68557558695105
"Devin Aromashodu","WR",4.93443698274641
"Eric Weems","WR",2.61620968198869
"Matt Spaeth","TE",4.44004543470077
"Michael Bush","RB",7.88801928561317
"Matt Forte","RB",15.3459084798597
"Martellus Bennett","TE",8.54737159486747
"Earl Bennett","WR",7.31489128897466
"John Parker Wilson","QB",3.51263153770402
"Isaac Redman","RB",6.18712081072
"LaRod Stephens-Howling","RB",6.48050912663233
"David Johnson","TE",2.95591023643984
"Michael Palmer","TE",3.6412495688124
"Nathan Overbay","TE",1.66785924104465
"Steve Maneri","TE",3.51507073078516
"Emmanuel Sanders","WR",8.28078780985899
"Fendi Onobun","TE",7.51075687638614
"Jonathan Dwyer","RB",7.60198175813662
"Antonio Brown","WR",12.7568943796111
"Harvey Unga","RB",4.83940996881612
"Gabe Miller","TE",2.76979116245072
"Baron Batch","RB",3.16013076967407
"Kyle Adams","TE",1.99281174674217
"Terrence Toliver","WR",6.97653232183924
